"insect","sdm","tune.args","fold","AUC","CBI","IMAE","thr.mss","OR.mss","TSS.mss"
"Papilio cresphontes","BRT","tree.6025_node.5_lr.0.01",2,0.436407726572582,0.785,0.547964686611703,0.50039436,0.817197452229299,0.0847633320844261
"Papilio cresphontes","BRT","tree.6025_node.5_lr.0.01",3,0.789910282890244,0.994,0.63109504843837,0.53701241,0.107074569789675,0.436848414566522
"Papilio cresphontes","BRT","tree.6025_node.5_lr.0.01",4,0.789989706496805,0.885,0.598998691219634,0.06182927,0.137029955385596,0.449077135786618
"Papilio cresphontes","GAM",NA,1,0.73,0.681,0.698,0.003,0.073,0.398
"Papilio cresphontes","GAM",NA,2,0.429,0.899,0.574,0.456,0.897,0.046
"Papilio cresphontes","GAM",NA,3,0.699,0.961,0.568,0.762,0.186,0.325
"Papilio cresphontes","GAM",NA,4,0.809,0.984,0.634,0.207,0.207,0.482
"Papilio cresphontes","LASSO","lambda.1se",1,0.622,0.621,0.679,0.003,0.112,0.234
"Papilio cresphontes","LASSO","lambda.1se",2,0.647,0.904,0.55,0.488,0.422,0.229
"Papilio cresphontes","LASSO","lambda.1se",3,0.77,0.993,0.594,0.661,0.271,0.399
"Papilio cresphontes","LASSO","lambda.1se",4,0.792,0.984,0.618,0.287,0.186,0.476
"Papilio cresphontes","MAXENT","fc.H_rm.1",1,0.813,0.986,0.669,0.322,0.215923566878981,0.460868080012334
"Papilio cresphontes","MAXENT","fc.H_rm.1",2,0.513,0.004,0.498,0.591,0.819745222929936,0.122168216705599
"Papilio cresphontes","MAXENT","fc.H_rm.1",3,0.73,0.982,0.671,0.639,0.077119184193754,0.418551811477242
"Papilio cresphontes","MAXENT","fc.H_rm.1",4,0.697,0.732,0.521,0.525,0.527087316762269,0.37238358270863
"Papilio cresphontes","RF","mtry = 3",1,0.801,0.967,0.656,0.355,0.273,0.49
"Papilio cresphontes","RF","mtry = 3",2,0.449,0.538,0.52,0.511,0.839,0.078
"Papilio cresphontes","RF","mtry = 3",3,0.786,0.99,0.602,0.505,0.221,0.439
"Papilio cresphontes","RF","mtry = 3",4,0.793,0.911,0.602,0.275,0.233,0.455
"Papilio eurymedon","BRT","tree.2325_node.5_lr.0.01",1,0.709647495361781,0.921,0.598391150434062,0.6880684,0.36217008797654,0.326141600335149
"Papilio eurymedon","BRT","tree.2325_node.5_lr.0.01",2,0.904062978235795,0.96,0.861624964475122,0.06339602,0.162756598240469,0.663721550859788
"Papilio eurymedon","BRT","tree.2325_node.5_lr.0.01",3,0.783773785774806,0.959,0.647759153234601,0.3373825,0.262463343108504,0.468594109014726
"Papilio eurymedon","BRT","tree.2325_node.5_lr.0.01",4,0.731311360448808,0.827,0.800636135526117,0.12627363,0.366568914956012,0.328396760101196
"Papilio eurymedon","GAM",NA,1,0.715,0.883,0.599,0.76,0.444,0.331
"Papilio eurymedon","GAM",NA,2,0.902,0.872,0.861,0.086,0.151,0.653
"Papilio eurymedon","GAM",NA,3,0.812,0.979,0.678,0.214,0.148,0.489
"Papilio eurymedon","GAM",NA,4,0.752,0.938,0.748,0.19,0.223,0.399
"Papilio eurymedon","LASSO","lambda.1se",1,0.738,0.929,0.614,0.842,0.148,0.39
"Papilio eurymedon","LASSO","lambda.1se",2,0.919,0.985,0.824,0.487,0.233,0.709
"Papilio eurymedon","LASSO","lambda.1se",3,0.79,0.943,0.653,0.589,0.179,0.5
"Papilio eurymedon","LASSO","lambda.1se",4,0.766,0.94,0.726,0.3,0.324,0.399
"Papilio eurymedon","MAXENT","fc.LQ_rm.3",1,0.328,0.19,0.718,0.496,0.0190615835777126,0.00852462331883919
"Papilio eurymedon","MAXENT","fc.LQ_rm.3",2,0.864,0.928,0.75,0.465,0.217008797653959,0.696644568929582
"Papilio eurymedon","MAXENT","fc.LQ_rm.3",3,0.781,0.993,0.612,0.692,0.23900293255132,0.398762000011301
"Papilio eurymedon","MAXENT","fc.LQ_rm.3",4,0.74,0.9,0.727,0.247,0.429618768328446,0.35888448546765
"Papilio eurymedon","RF","mtry = 3",1,0.71,0.975,0.59,0.711,0.286,0.332
"Papilio eurymedon","RF","mtry = 3",2,0.913,0.958,0.8,0.354,0.211,0.693
"Papilio eurymedon","RF","mtry = 3",3,0.808,0.957,0.599,0.57,0.283,0.471
"Papilio eurymedon","RF","mtry = 3",4,0.739,0.958,0.757,0.316,0.406,0.333
"Papilio glaucus","BRT","tree.6650_node.5_lr.0.01",1,0.597976383765678,0.924,0.570471799921886,0.6797836,0.347101780009128,0.155903684471746
"Papilio glaucus","BRT","tree.6650_node.5_lr.0.01",2,0.612968134912711,0.67,0.589497410893238,0.60621167,0.3073938840712,0.205626949262133
"Papilio glaucus","BRT","tree.6650_node.5_lr.0.01",3,0.656202093055759,0.93,0.56780687925216,0.59942841,0.502510269283432,0.220276812056281
"Papilio glaucus","BRT","tree.6650_node.5_lr.0.01",4,0.689115514378715,0.957,0.604342190242719,0.50560052,0.286692535950696,0.304403354460263
"Papilio glaucus","GAM",NA,1,0.628,0.986,0.576,0.872,0.441,0.19
"Papilio glaucus","GAM",NA,2,0.607,0.72,0.565,0.544,0.311,0.205
"Papilio glaucus","GAM",NA,3,0.595,0.672,0.568,0.569,0.216,0.181
"Papilio glaucus","GAM",NA,4,0.683,0.915,0.63,0.583,0.25,0.319
"Papilio glaucus","LASSO","lambda.1se",1,0.598,0.732,0.535,0.612,0.548,0.147
"Papilio glaucus","LASSO","lambda.1se",2,0.562,0.627,0.578,0.554,0.299,0.127
"Papilio glaucus","LASSO","lambda.1se",3,0.693,0.933,0.565,0.482,0.355,0.285
"Papilio glaucus","LASSO","lambda.1se",4,0.726,0.996,0.579,0.536,0.272,0.367
"Papilio glaucus","MAXENT","fc.L_rm.2",1,0.493,0.097,0.633,0.589,0.115472387037882,0.199444740033941
"Papilio glaucus","MAXENT","fc.L_rm.2",2,0.538,0.913,0.529,0.576,0.145139205842081,0.0679928166298289
"Papilio glaucus","MAXENT","fc.L_rm.2",3,0.506,0.151,0.556,0.666,0.796850034238758,0.168501265087517
"Papilio glaucus","MAXENT","fc.L_rm.2",4,0.512,0.376,0.535,0.681,0.682876712328767,0.0433382089580228
"Papilio glaucus","RF","mtry = 3",1,0.614,0.962,0.536,0.434,0.165,0.146
"Papilio glaucus","RF","mtry = 3",2,0.612,0.912,0.551,0.504,0.275,0.187
"Papilio glaucus","RF","mtry = 3",3,0.676,0.91,0.54,0.455,0.383,0.279
"Papilio glaucus","RF","mtry = 3",4,0.705,0.863,0.582,0.506,0.186,0.345
"Papilio indra","BRT","tree.8250_node.5_lr.0.001",1,0.737460191082803,0.688,0.894811741822536,0.11131059,0.403225806451613,0.408876104376413
"Papilio indra","BRT","tree.8250_node.5_lr.0.001",2,0.581306792367106,0.362,0.961717465708954,0.01652812,0.483870967741935,0.222114947751022
"Papilio indra","BRT","tree.8250_node.5_lr.0.001",3,0.498456622715752,0.503,0.951612620183518,0.00931859,0.032258064516129,0.0885001134111103
"Papilio indra","BRT","tree.8250_node.5_lr.0.001",4,0.450607983164501,0.679,0.961269335047164,0.07397341,0.934426229508197,0.0439254605791561
"Papilio indra","GAM",NA,1,0.695,0.818,0.884,0.02,0.097,0.33
"Papilio indra","GAM",NA,2,0.617,0.34,0.964,0.016,0.387,0.294
"Papilio indra","GAM",NA,3,0.493,-0.911,0.962,0.001,0.032,0.123
"Papilio indra","GAM",NA,4,0.425,-0.219,0.95,0.001,0.082,0.044
"Papilio indra","LASSO","lambda.1se",1,0.751,0.492,0.408,0.783,0.21,0.487
"Papilio indra","LASSO","lambda.1se",2,0.669,0.81,0.63,0.468,0.419,0.378
"Papilio indra","LASSO","lambda.1se",3,0.468,-0.275,0.571,0.11,0.065,0.064
"Papilio indra","LASSO","lambda.1se",4,0.601,0.723,0.631,0.351,0.115,0.243
"Papilio indra","MAXENT","fc.H_rm.3",1,0.697,0.649,0.294,0.915,0.225806451612903,0.34538282811909
"Papilio indra","MAXENT","fc.H_rm.3",2,0.657,0.507,0.696,0.461,0.403225806451613,0.34047469750807
"Papilio indra","MAXENT","fc.H_rm.3",3,0.527,0.418,0.434,0.421,0.0645161290322581,0.166708551553594
"Papilio indra","MAXENT","fc.H_rm.3",4,0.434,-0.179,0.566,0.144,0.0655737704918032,0.0425133212655839
"Papilio indra","RF","mtry = 3",1,0.657,0.776,0.49,0.595,0.242,0.299
"Papilio indra","RF","mtry = 3",2,0.632,0.829,0.762,0.391,0.597,0.25
"Papilio indra","RF","mtry = 3",3,0.533,0.324,0.649,0.195,0.081,0.092
"Papilio indra","RF","mtry = 3",4,0.473,0.269,0.747,0.1,0.016,0.049
"Papilio machaon","BRT","tree.2775_node.5_lr.0.01",1,0.656486534060905,-0.024,0.858553215728798,0.03280555,0.161538461538462,0.278583582702576
"Papilio machaon","BRT","tree.2775_node.5_lr.0.01",2,0.397211900046728,0.047,0.711242557091487,0.00352626,0,0.00809950824414241
"Papilio machaon","BRT","tree.2775_node.5_lr.0.01",3,0.596560283687943,0.079,0.877320120388193,0.04148529,0.453846153846154,0.213529732678669
"Papilio machaon","BRT","tree.2775_node.5_lr.0.01",4,0.618924973835688,0.851,0.925683855913831,0.11140811,0.7109375,0.211877779958137
"Papilio machaon","GAM",NA,1,0.725,0.581,0.808,0.093,0.138,0.427
"Papilio machaon","GAM",NA,2,0.52,-0.652,0.808,0.008,0.038,0.13
"Papilio machaon","GAM",NA,3,0.63,0.238,0.877,0.019,0.146,0.231
"Papilio machaon","GAM",NA,4,0.75,0.95,0.925,0.078,0.406,0.408
"Papilio machaon","LASSO","lambda.1se",1,0.617,0.795,0.443,0.605,0.077,0.336
"Papilio machaon","LASSO","lambda.1se",2,0.6,0.668,0.595,0.356,0.215,0.193
"Papilio machaon","LASSO","lambda.1se",3,0.616,0.938,0.521,0.557,0.492,0.206
"Papilio machaon","LASSO","lambda.1se",4,0.725,0.699,0.582,0.523,0.352,0.355
"Papilio machaon","MAXENT","fc.LQ_rm.3",1,0.517,0.525,0.435,0.444,0.0692307692307692,0.205113007229857
"Papilio machaon","MAXENT","fc.LQ_rm.3",2,0.7,0.947,0.586,0.424,0.255813953488372,0.312996142665474
"Papilio machaon","MAXENT","fc.LQ_rm.3",3,0.576,0.683,0.495,0.345,0.107692307692308,0.155588942307692
"Papilio machaon","MAXENT","fc.LQ_rm.3",4,0.657,0.657,0.546,0.667,0.6640625,0.276922881700054
"Papilio machaon","RF","mtry = 3",1,0.739,0.823,0.581,0.421,0.077,0.45
"Papilio machaon","RF","mtry = 3",2,0.471,0.093,0.554,0.583,0.723,0.146
"Papilio machaon","RF","mtry = 3",3,0.609,0.695,0.613,0.493,0.615,0.211
"Papilio machaon","RF","mtry = 3",4,0.579,0.554,0.658,0.447,0.656,0.219
"Papilio multicaudata","BRT","tree.5725_node.5_lr.0.01",1,0.736042928705894,0.844,0.720742425098492,0.15023809,0.197329376854599,0.362578457246783
"Papilio multicaudata","BRT","tree.5725_node.5_lr.0.01",2,0.831819906925676,0.766,0.702327335730764,0.10922487,0.240713224368499,0.575497897214913
"Papilio multicaudata","BRT","tree.5725_node.5_lr.0.01",3,0.60201412442699,0.876,0.64840565272529,0.29807976,0.44213649851632,0.145264182527947
"Papilio multicaudata","BRT","tree.5725_node.5_lr.0.01",4,0.656718484958529,0.594,0.71715129329621,0.26069923,0.514115898959881,0.231881966568401
"Papilio multicaudata","GAM",NA,1,0.742,0.795,0.734,0.153,0.289,0.383
"Papilio multicaudata","GAM",NA,2,0.85,0.774,0.704,0.193,0.123,0.672
"Papilio multicaudata","GAM",NA,3,0.646,0.777,0.607,0.129,0.059,0.257
"Papilio multicaudata","GAM",NA,4,0.628,0.869,0.684,0.273,0.443,0.183
"Papilio multicaudata","LASSO","lambda.1se",1,0.689,0.888,0.525,0.62,0.323,0.305
"Papilio multicaudata","LASSO","lambda.1se",2,0.818,0.853,0.659,0.489,0.171,0.581
"Papilio multicaudata","LASSO","lambda.1se",3,0.606,0.896,0.467,0.574,0.148,0.244
"Papilio multicaudata","LASSO","lambda.1se",4,0.434,-0.193,0.494,0.147,0.053,0.054
"Papilio multicaudata","MAXENT","fc.LQH_rm.3",1,0.716,0.87,0.533,0.62,0.235905044510386,0.337151950308267
"Papilio multicaudata","MAXENT","fc.LQH_rm.3",2,0.821,0.88,0.67,0.364,0.0936106983655275,0.545564559366431
"Papilio multicaudata","MAXENT","fc.LQH_rm.3",3,0.648,0.875,0.513,0.329,0.0519287833827893,0.228071216617211
"Papilio multicaudata","MAXENT","fc.LQH_rm.3",4,0.544,0.331,0.531,0.544,0.50222882615156,0.14089558918988
"Papilio multicaudata","RF","mtry = 3",1,0.723,0.928,0.602,0.457,0.393,0.347
"Papilio multicaudata","RF","mtry = 3",2,0.84,0.864,0.658,0.35,0.21,0.642
"Papilio multicaudata","RF","mtry = 3",3,0.615,0.987,0.604,0.389,0.411,0.172
"Papilio multicaudata","RF","mtry = 3",4,0.698,0.85,0.638,0.501,0.501,0.358
"Papilio palamedes","BRT","tree.2125_node.5_lr.0.01",1,0.723577273053824,-0.05,0.73803622438373,0.09109633,0.114649681528662,0.421347438701719
"Papilio palamedes","BRT","tree.2125_node.5_lr.0.01",2,0.502595014876775,-0.075,0.53636369256955,0.36902095,0.538297872340425,0.0303037107730308
"Papilio palamedes","BRT","tree.2125_node.5_lr.0.01",3,0.675890048370575,0.946,0.752186147120783,0.28072506,0.426751592356688,0.266155656279321
"Papilio palamedes","BRT","tree.2125_node.5_lr.0.01",4,0.662144591399911,0.851,0.747725091687374,0.03227709,0.497872340425532,0.286662194109003
"Papilio palamedes","GAM",NA,1,0.759,0.458,0.765,0.047,0.117,0.458
"Papilio palamedes","GAM",NA,2,0.606,0.79,0.592,0.269,0.296,0.216
"Papilio palamedes","GAM",NA,3,0.73,0.964,0.744,0.315,0.408,0.362
"Papilio palamedes","GAM",NA,4,0.804,0.955,0.758,0.003,0.179,0.446
"Papilio palamedes","LASSO","lambda.1se",1,0.718,0.033,0.641,0.158,0.032,0.489
"Papilio palamedes","LASSO","lambda.1se",2,0.628,0.765,0.601,0.385,0.426,0.224
"Papilio palamedes","LASSO","lambda.1se",3,0.718,0.922,0.586,0.438,0.193,0.317
"Papilio palamedes","LASSO","lambda.1se",4,0.75,0.893,0.727,0.123,0.3,0.361
"Papilio palamedes","MAXENT","fc.H_rm.3",1,0.706,0.735,0.609,0.207,0.0617021276595745,0.409701685165382
"Papilio palamedes","MAXENT","fc.H_rm.3",2,0.628,0.915,0.556,0.636,0.473347547974414,0.215233766904479
"Papilio palamedes","MAXENT","fc.H_rm.3",3,0.738,0.883,0.567,0.565,0.286624203821656,0.332770775796452
"Papilio palamedes","MAXENT","fc.H_rm.3",4,0.805,0.916,0.7,0.07,0.0893617021276596,0.450081453324777
"Papilio palamedes","RF","mtry = 3",1,0.753,0.936,0.612,0.358,0.159,0.435
"Papilio palamedes","RF","mtry = 3",2,0.575,0.493,0.507,0.531,0.4,0.171
"Papilio palamedes","RF","mtry = 3",3,0.703,0.923,0.593,0.51,0.446,0.329
"Papilio palamedes","RF","mtry = 3",4,0.755,0.811,0.752,0.019,0.253,0.391
"Papilio polyxenes","BRT","tree.8750_node.5_lr.0.01",1,0.637527222899802,0.887,0.57378198408721,0.20135968,0.34795250787497,0.218993098819591
"Papilio polyxenes","BRT","tree.8750_node.5_lr.0.01",2,0.621196529489509,0.877,0.597714936948802,0.73260056,0.534044099830385,0.181178041466046
"Papilio polyxenes","BRT","tree.8750_node.5_lr.0.01",3,0.843735280803482,0.694,0.728173531945064,0.66961854,0.0840804458444391,0.593438934000522
"Papilio polyxenes","BRT","tree.8750_node.5_lr.0.01",4,0.744094103134568,0.923,0.590532219647044,0.129606,0.115095711170342,0.390358834284204
"Papilio polyxenes","GAM",NA,1,0.638,0.559,0.58,0.182,0.297,0.302
"Papilio polyxenes","GAM",NA,2,0.568,-0.17,0.603,0.768,0.457,0.116
"Papilio polyxenes","GAM",NA,3,0.75,0.79,0.688,0.733,0.141,0.449
"Papilio polyxenes","GAM",NA,4,0.755,0.969,0.604,0.23,0.111,0.403
"Papilio polyxenes","LASSO","lambda.1se",1,0.584,-0.321,0.519,0.019,0.207,0.205
"Papilio polyxenes","LASSO","lambda.1se",2,0.604,0.489,0.617,0.781,0.596,0.195
"Papilio polyxenes","LASSO","lambda.1se",3,0.866,0.891,0.698,0.635,0.12,0.622
"Papilio polyxenes","LASSO","lambda.1se",4,0.764,0.962,0.623,0.29,0.053,0.424
"Papilio polyxenes","MAXENT","fc.L_rm.1",1,0.698,0.8,0.512,0.402,0.314029561424764,0.377399010003808
"Papilio polyxenes","MAXENT","fc.L_rm.1",2,0.447,-0.876,0.545,0.629,0.00218076084322749,0.00108484147897858
"Papilio polyxenes","MAXENT","fc.L_rm.1",3,0.613,0.569,0.613,0.702,0.648727272727273,0.339077605321508
"Papilio polyxenes","MAXENT","fc.L_rm.1",4,0.482,-0.663,0.521,0.612,0.272308438409311,0.0138779462569147
"Papilio polyxenes","RF","mtry = 3",1,0.631,0.944,0.542,0.238,0.118,0.193
"Papilio polyxenes","RF","mtry = 3",2,0.622,0.915,0.556,0.586,0.511,0.192
"Papilio polyxenes","RF","mtry = 3",3,0.871,0.951,0.68,0.435,0.114,0.633
"Papilio polyxenes","RF","mtry = 3",4,0.755,0.889,0.608,0.281,0.033,0.457
"Papilio rumiko","BRT","tree.4825_node.5_lr.0.01",1,0.659934059043625,0.364,0.724505451197205,0.12790458,0.236940298507463,0.283720858517331
"Papilio rumiko","BRT","tree.4825_node.5_lr.0.01",2,0.689045801234728,0.925,0.700162640663718,0.26292135,0.451492537313433,0.287615612353405
"Papilio rumiko","BRT","tree.4825_node.5_lr.0.01",3,0.856363416729303,0.952,0.630870966476294,0.22362972,0.128731343283582,0.583498872543756
"Papilio rumiko","BRT","tree.4825_node.5_lr.0.01",4,0.691702829729642,0.728,0.788177652687479,0.03319281,0.263059701492537,0.296949958009998
"Papilio rumiko","GAM",NA,1,0.654,0.053,0.727,0.071,0.164,0.264
"Papilio rumiko","GAM",NA,2,0.675,0.772,0.695,0.168,0.293,0.301
"Papilio rumiko","GAM",NA,3,0.877,0.927,0.598,0.243,0.116,0.658
"Papilio rumiko","GAM",NA,4,0.771,0.852,0.822,0.026,0.125,0.406
"Papilio rumiko","LASSO","lambda.1se",1,0.609,0.902,0.531,0.634,0.539,0.16
"Papilio rumiko","LASSO","lambda.1se",2,0.708,0.751,0.67,0.577,0.381,0.33
"Papilio rumiko","LASSO","lambda.1se",3,0.896,0.975,0.665,0.536,0.088,0.686
"Papilio rumiko","LASSO","lambda.1se",4,0.767,0.898,0.755,0.143,0.119,0.38
"Papilio rumiko","MAXENT","fc.H_rm.1",1,0.678,0.92,0.626,0.205,0.0764925373134329,0.278711082596069
"Papilio rumiko","MAXENT","fc.H_rm.1",2,0.72,0.916,0.67,0.376,0.360074626865672,0.364306998576025
"Papilio rumiko","MAXENT","fc.H_rm.1",3,0.399,0.236,0.593,0.583,0.0764925373134329,0.0235074626865672
"Papilio rumiko","MAXENT","fc.H_rm.1",4,0.784,0.945,0.779,0.356,0.41044776119403,0.411466247127745
"Papilio rumiko","RF","mtry = 3",1,0.64,0.922,0.621,0.322,0.205,0.228
"Papilio rumiko","RF","mtry = 3",2,0.678,0.824,0.594,0.47,0.422,0.362
"Papilio rumiko","RF","mtry = 3",3,0.887,0.977,0.684,0.463,0.049,0.646
"Papilio rumiko","RF","mtry = 3",4,0.707,0.66,0.72,0.128,0.104,0.373
"Papilio rutulus","BRT","tree.3625_node.5_lr.0.01",1,0.695133259641366,0.94,0.639636750698878,0.75940821,0.388888888888889,0.311111111111111
"Papilio rutulus","BRT","tree.3625_node.5_lr.0.01",2,0.765810862596139,0.911,0.729820311931332,0.41482498,0.412818096135721,0.455712211088193
"Papilio rutulus","BRT","tree.3625_node.5_lr.0.01",3,0.811224334194896,0.992,0.661183952240247,0.49343436,0.269303201506591,0.507012587967093
"Papilio rutulus","BRT","tree.3625_node.5_lr.0.01",4,0.62945217229846,0.95,0.703027077865599,0.18622191,0.430725730442978,0.177292086928959
"Papilio rutulus","GAM",NA,1,0.67,0.957,0.617,0.664,0.423,0.238
"Papilio rutulus","GAM",NA,2,0.664,-0.073,0.571,0.808,0.547,0.329
"Papilio rutulus","GAM",NA,3,0.753,0.994,0.626,0.507,0.308,0.389
"Papilio rutulus","GAM",NA,4,0.509,0.027,0.58,0.083,0.172,0.079
"Papilio rutulus","LASSO","lambda.1se",1,0.695,0.863,0.672,0.852,0.321,0.301
"Papilio rutulus","LASSO","lambda.1se",2,0.762,0.501,0.64,0.763,0.434,0.502
"Papilio rutulus","LASSO","lambda.1se",3,0.8,0.868,0.65,0.798,0.289,0.507
"Papilio rutulus","LASSO","lambda.1se",4,0.579,0.673,0.643,0.175,0.226,0.111
