insect,sdm,tune.args,fold,AUC,CBI,IMAE,thr.mss,OR.mss,TSS.mss
Papilio canadensis,BRT,tree.6625_node.5_lr.0.01,2,0.522993424,0.197,0.576609463,0.14880378,0.025456919,0.104172711
Papilio canadensis,BRT,tree.6625_node.5_lr.0.01,3,0.689390657,-0.586,0.761494181,0.03194591,0.24396608,0.353238291
Papilio canadensis,BRT,tree.6625_node.5_lr.0.01,4,0.832302956,0.985,0.693707163,0.34529705,0.16383812,0.514244072
Papilio canadensis,GAM,NA,1,0.695572779,0.949,0.647140562,0.67354389,0.033268102,0.396063205
Papilio canadensis,GAM,NA,2,0.534317281,0.224,0.646830487,0.25837215,0.054830287,0.08220675
Papilio canadensis,GAM,NA,3,0.640435693,-0.301,0.772001489,0.01684929,0.521200261,0.262700767
Papilio canadensis,GAM,NA,4,0.812899841,0.988,0.648684463,0.67948152,0.212793734,0.481270193
Papilio canadensis,LASSO,lambda.1se,1,0.509053111,0.419,0.599604119,0.77241594,0.003261579,0.242939029
Papilio canadensis,LASSO,lambda.1se,2,0.516393482,0.602,0.65089127,0.4031675,0.031331593,0.102001741
Papilio canadensis,LASSO,lambda.1se,3,0.683293224,0.158,0.756719739,0.0009622,0.255707763,0.295224114
Papilio canadensis,LASSO,lambda.1se,4,0.804010635,0.885,0.602842836,0.7776144,0.100522193,0.538290592
Papilio canadensis,MAXENT,fc.LQ_rm.3,1,0.561512777,0.43,0.755130632,0.8634447,0.771689498,0.146118721
Papilio canadensis,MAXENT,fc.LQ_rm.3,2,0.582258599,0.878,0.524313508,0.7137226,0.756527415,0.153282711
Papilio canadensis,MAXENT,fc.LQ_rm.3,3,0.693597888,0.41,0.703511187,0.07786199,0.182767624,0.337266477
Papilio canadensis,MAXENT,fc.LQ_rm.3,4,0.833732451,0.918,0.683129948,0.68850833,0.101174935,0.58879467
Papilio canadensis,RF,mtry = 3,1,0.793077622,0.941,0.643832222,0.669,0.101108937,0.529590151
Papilio canadensis,RF,mtry = 3,2,0.479722706,0.302,0.594447281,0.355232,0.024151436,0.086959675
Papilio canadensis,RF,mtry = 3,3,0.72041962,0.875,0.721391904,0.174,0.204827136,0.341766694
Papilio canadensis,RF,mtry = 3,4,0.843487786,0.992,0.649877485,0.477,0.19386423,0.541295588
Papilio cresphontes,BRT,tree.5975_node.5_lr.0.01,1,0.761172567,0.979,0.682692548,0.14967274,0.184713376,0.387220266
Papilio cresphontes,BRT,tree.5975_node.5_lr.0.01,2,0.4379991,0.788,0.550853241,0.47320156,0.797960484,0.088885921
Papilio cresphontes,BRT,tree.5975_node.5_lr.0.01,3,0.796147557,0.984,0.637338598,0.54335857,0.121019108,0.443361156
Papilio cresphontes,BRT,tree.5975_node.5_lr.0.01,4,0.789933904,0.857,0.597464317,0.06561631,0.156150414,0.446599224
Papilio cresphontes,GAM,NA,1,0.730499888,0.681,0.698344672,0.00295383,0.073248408,0.397787763
Papilio cresphontes,GAM,NA,2,0.429512053,0.886,0.573920177,0.42373924,0.876991714,0.04866188
Papilio cresphontes,GAM,NA,3,0.69956528,0.961,0.56920422,0.77445078,0.201910828,0.325164984
Papilio cresphontes,GAM,NA,4,0.808945063,0.984,0.634273263,0.20699744,0.206500956,0.481632184
Papilio cresphontes,LASSO,lambda.1se,1,0.621620454,0.621,0.678640214,0.00274637,0.112101911,0.234104235
Papilio cresphontes,LASSO,lambda.1se,2,0.654933516,0.917,0.556591537,0.46054906,0.378585086,0.252542365
Papilio cresphontes,LASSO,lambda.1se,3,0.770051814,0.995,0.596070596,0.52901793,0.122929936,0.401338014
Papilio cresphontes,LASSO,lambda.1se,4,0.790795385,0.977,0.61573546,0.3017035,0.201402167,0.477324316
Papilio cresphontes,MAXENT,fc.L_rm.3,1,0.74684068,0.724,0.560519993,0.51121389,0.157961783,0.431501909
Papilio cresphontes,MAXENT,fc.L_rm.3,2,0.518681058,-0.038,0.512030705,0.63010861,0.616953474,0.133899769
Papilio cresphontes,MAXENT,fc.L_rm.3,3,0.807957988,0.999,0.603328766,0.64679384,0.248407643,0.457984556
Papilio cresphontes,MAXENT,fc.L_rm.3,4,0.494279037,0.044,0.586084208,0.62428356,0.506692161,0.070027416
Papilio cresphontes,RF,mtry = 3,1,0.795422483,0.985,0.656201258,0.345,0.270063694,0.483267826
Papilio cresphontes,RF,mtry = 3,2,0.456804139,0.557,0.523580782,0.49,0.821542384,0.091856309
Papilio cresphontes,RF,mtry = 3,3,0.787675044,0.985,0.600244647,0.483,0.134394904,0.448437025
Papilio cresphontes,RF,mtry = 3,4,0.788585188,0.931,0.600101322,0.268,0.191841938,0.434062549
Papilio eurymedon,BRT,tree.2300_node.5_lr.0.01,1,0.714835228,0.92,0.598592176,0.58459546,0.187683284,0.329941947
Papilio eurymedon,BRT,tree.2300_node.5_lr.0.01,2,0.908958605,0.924,0.861285452,0.06448673,0.146627566,0.681393
Papilio eurymedon,BRT,tree.2300_node.5_lr.0.01,3,0.779444549,0.884,0.648363172,0.32406799,0.259530792,0.461534987
Papilio eurymedon,BRT,tree.2300_node.5_lr.0.01,4,0.727293195,0.849,0.800550223,0.11592555,0.353372434,0.325346101
Papilio eurymedon,GAM,NA,1,0.715041975,0.883,0.599424666,0.76021162,0.444281525,0.331228679
Papilio eurymedon,GAM,NA,2,0.901652481,0.872,0.860875563,0.08604059,0.151026393,0.653343787
Papilio eurymedon,GAM,NA,3,0.812249567,0.979,0.677574848,0.21380429,0.148093842,0.488875351
Papilio eurymedon,GAM,NA,4,0.752150426,0.938,0.747681882,0.19034003,0.2228739,0.398636397
Papilio eurymedon,LASSO,lambda.1se,1,0.741116655,0.908,0.61443028,0.84418842,0.161290323,0.382308935
Papilio eurymedon,LASSO,lambda.1se,2,0.91924892,0.985,0.824767202,0.48697189,0.23313783,0.708507414
Papilio eurymedon,LASSO,lambda.1se,3,0.800908822,0.945,0.661491405,0.59834971,0.183284457,0.498647266
Papilio eurymedon,LASSO,lambda.1se,4,0.763787689,0.941,0.727841627,0.23467248,0.200879765,0.398433736
Papilio eurymedon,MAXENT,fc.L_rm.1,1,0.348589342,-0.162,0.691248062,0.56145142,0.035190616,0.006188695
Papilio eurymedon,MAXENT,fc.L_rm.1,2,0.840506414,0.928,0.710515185,0.51898762,0.195014663,0.622005287
Papilio eurymedon,MAXENT,fc.L_rm.1,3,0.636889122,0.89,0.585926508,0.65864302,0.124633431,0.303112234
Papilio eurymedon,MAXENT,fc.L_rm.1,4,0.701294243,0.807,0.698694712,0.22297121,0.2771261,0.296897761
Papilio eurymedon,RF,mtry = 3,1,0.720316759,0.97,0.593300573,0.729,0.299120235,0.35394099
Papilio eurymedon,RF,mtry = 3,2,0.914273195,0.959,0.801766842,0.373,0.2228739,0.693835611
Papilio eurymedon,RF,mtry = 3,3,0.810519582,0.959,0.60020393,0.533,0.200879765,0.495206829
Papilio eurymedon,RF,mtry = 3,4,0.741092459,0.926,0.75612114,0.269,0.350439883,0.337889637
Papilio glaucus,BRT,tree.6825_node.5_lr.0.01,1,0.595726868,0.888,0.570006729,0.65710061,0.316065723,0.161529905
Papilio glaucus,BRT,tree.6825_node.5_lr.0.01,2,0.61232883,0.614,0.587287567,0.59833049,0.306937471,0.199572945
Papilio glaucus,BRT,tree.6825_node.5_lr.0.01,3,0.660418245,0.92,0.568898673,0.61147954,0.520994979,0.225715547
Papilio glaucus,BRT,tree.6825_node.5_lr.0.01,4,0.689921141,0.966,0.610259329,0.5291186,0.296279388,0.300980886
Papilio glaucus,GAM,NA,1,0.628141578,0.986,0.576058314,0.87246242,0.441350981,0.189523336
Papilio glaucus,GAM,NA,2,0.607304875,0.72,0.565165653,0.54403123,0.311273391,0.205002651
Papilio glaucus,GAM,NA,3,0.594773038,0.672,0.567733919,0.56853678,0.215654952,0.181474235
Papilio glaucus,GAM,NA,4,0.682514782,0.915,0.63000548,0.58265575,0.249942935,0.319235147
Papilio glaucus,LASSO,lambda.1se,1,0.596455757,0.67,0.533526497,0.61630039,0.552031036,0.142504483
Papilio glaucus,LASSO,lambda.1se,2,0.562702875,0.621,0.578932088,0.55207467,0.297124601,0.129307691
Papilio glaucus,LASSO,lambda.1se,3,0.688532388,0.942,0.560742718,0.4709631,0.396166134,0.275783627
Papilio glaucus,LASSO,lambda.1se,4,0.725190033,0.995,0.578755614,0.52173926,0.249942935,0.365810489
Papilio glaucus,MAXENT,fc.LQ_rm.3,1,0.599490539,0.46,0.624616552,0.65973424,0.342081241,0.178636991
Papilio glaucus,MAXENT,fc.LQ_rm.3,2,0.57068033,0.979,0.533552584,0.60471955,0.261068005,0.100238174
Papilio glaucus,MAXENT,fc.LQ_rm.3,3,0.458478393,-0.202,0.555158858,0.66807989,0.868979685,0.0780848
Papilio glaucus,MAXENT,fc.LQ_rm.3,4,0.444482926,-0.202,0.531665519,0.72389725,0.910958904,0.019568132
Papilio glaucus,RF,mtry = 3,1,0.608636923,0.937,0.534812236,0.416,0.147193063,0.144336992
Papilio glaucus,RF,mtry = 3,2,0.612380311,0.901,0.551761068,0.519,0.296211775,0.187512183
Papilio glaucus,RF,mtry = 3,3,0.672245562,0.919,0.539170593,0.476,0.421953446,0.278704449
Papilio glaucus,RF,mtry = 3,4,0.701379322,0.859,0.579370998,0.496,0.18123716,0.344105305
Papilio indra,BRT,tree.8000_node.5_lr.0.001,1,0.739103914,0.74,0.892440116,0.11370526,0.403225806,0.405691391
Papilio indra,BRT,tree.8000_node.5_lr.0.001,2,0.581565198,0.481,0.961720466,0.0165747,0.483870968,0.216481145
Papilio indra,BRT,tree.8000_node.5_lr.0.001,3,0.499013816,0.484,0.950673727,0.00955028,0.032258065,0.090945849
Papilio indra,BRT,tree.8000_node.5_lr.0.001,4,0.446436465,0.687,0.960993381,0.07268831,0.93442623,0.042406281
Papilio indra,GAM,NA,1,0.694569293,0.818,0.884206674,0.02002623,0.096774194,0.329977399
Papilio indra,GAM,NA,2,0.617117219,0.34,0.964259594,0.01611878,0.387096774,0.293537029
Papilio indra,GAM,NA,3,0.493158351,-0.911,0.962217181,0.00098932,0.032258065,0.122740407
Papilio indra,GAM,NA,4,0.425392092,-0.219,0.950225525,0.00072855,0.081967213,0.044124697
Papilio indra,LASSO,lambda.1se,1,0.751406154,0.421,0.401761492,0.77450305,0.209677419,0.481405383
Papilio indra,LASSO,lambda.1se,2,0.672217174,0.791,0.653355105,0.46950559,0.435483871,0.365572467
Papilio indra,LASSO,lambda.1se,3,0.458903265,-0.408,0.589308575,0.07585916,0.048387097,0.061670989
Papilio indra,LASSO,lambda.1se,4,0.517177937,-0.098,0.642714717,0.30282796,0.06557377,0.194965538
Papilio indra,MAXENT,fc.LQ_rm.2,1,0.724063868,0.828,0.272621472,0.86732622,0.193548387,0.355027827
Papilio indra,MAXENT,fc.LQ_rm.2,2,0.61839569,0.772,0.690096789,0.31149618,0.290322581,0.255753733
Papilio indra,MAXENT,fc.LQ_rm.2,3,0.556637582,0.041,0.370253963,0.74021607,0.516129032,0.125815499
Papilio indra,MAXENT,fc.LQ_rm.2,4,0.382393621,-0.484,0.511701993,0.20502127,0,0.090979782
Papilio indra,RF,mtry = 3,1,0.656134426,0.769,0.491396813,0.588,0.225806452,0.306040682
Papilio indra,RF,mtry = 3,2,0.632720922,0.792,0.759861819,0.408,0.596774194,0.262732849
Papilio indra,RF,mtry = 3,3,0.517706926,0.278,0.647786979,0.167,0.032258065,0.078411456
Papilio indra,RF,mtry = 3,4,0.459352605,0.272,0.744243875,0.436,0.901639344,0.042151009
Papilio machaon,BRT,tree.2600_node.5_lr.0.01,1,0.631443787,-0.094,0.853516516,0.03662807,0.176923077,0.263846154
Papilio machaon,BRT,tree.2600_node.5_lr.0.01,2,0.404557652,-0.061,0.739521085,0.00371487,0,0.005827506
Papilio machaon,BRT,tree.2600_node.5_lr.0.01,3,0.589871795,-0.023,0.875975327,0.03958817,0.476923077,0.182651391
Papilio machaon,BRT,tree.2600_node.5_lr.0.01,4,0.612039415,0.943,0.924777723,0.08615311,0.674418605,0.193906953
Papilio machaon,GAM,NA,1,0.723550296,0.586,0.806602814,0.08776548,0.130769231,0.423076923
Papilio machaon,GAM,NA,2,0.5211936,-0.598,0.809083937,0.00852546,0.03875969,0.134317233
Papilio machaon,GAM,NA,3,0.630150027,0.238,0.876722461,0.01875692,0.146153846,0.231151118
Papilio machaon,GAM,NA,4,0.751661704,0.937,0.924572825,0.07876864,0.403100775,0.411310837
Papilio machaon,LASSO,lambda.1se,1,0.62716568,0.753,0.420434068,0.62697227,0.076923077,0.316923077
Papilio machaon,LASSO,lambda.1se,2,0.570544443,0.487,0.555977148,0.61006056,0.759689922,0.147652735
Papilio machaon,LASSO,lambda.1se,3,0.621142935,0.857,0.53389767,0.52032414,0.446153846,0.239661757
Papilio machaon,LASSO,lambda.1se,4,0.729171439,0.818,0.590059155,0.53257241,0.364341085,0.356498728
Papilio machaon,MAXENT,fc.L_rm.3,1,0.308099934,-0.585,0.326491417,0.48924355,0.007692308,0.082051282
Papilio machaon,MAXENT,fc.L_rm.3,2,0.61579714,0.713,0.48096984,0.55596156,0.3984375,0.253196883
Papilio machaon,MAXENT,fc.L_rm.3,3,0.491968149,0.461,0.547219283,0.26268865,0.023076923,0.090204327
Papilio machaon,MAXENT,fc.L_rm.3,4,0.528238757,-0.035,0.369953464,0.5981854,0.255813953,0.135175588
Papilio machaon,RF,mtry = 3,1,0.714192308,0.802,0.579602098,0.422,0.1,0.435384615
Papilio machaon,RF,mtry = 3,2,0.464137123,0.008,0.550516428,0.638,0.798449612,0.116177427
Papilio machaon,RF,mtry = 3,3,0.592798691,0.617,0.611956494,0.473,0.592307692,0.193507911
Papilio machaon,RF,mtry = 3,4,0.596030196,0.622,0.663961625,0.437,0.627906977,0.230050514
Papilio multicaudata,BRT,tree.6075_node.5_lr.0.01,1,0.736334081,0.778,0.721286898,0.13127539,0.148367953,0.36776108
Papilio multicaudata,BRT,tree.6075_node.5_lr.0.01,2,0.826669029,0.865,0.702098555,0.0975987,0.230312036,0.566106437
Papilio multicaudata,BRT,tree.6075_node.5_lr.0.01,3,0.601747618,0.829,0.647853446,0.2983336,0.428783383,0.155212077
Papilio multicaudata,BRT,tree.6075_node.5_lr.0.01,4,0.652104368,0.356,0.715142601,0.24868977,0.505200594,0.225855969
Papilio multicaudata,GAM,NA,1,0.741916112,0.795,0.734085202,0.15269247,0.289317507,0.382725503
Papilio multicaudata,GAM,NA,2,0.850303129,0.774,0.704039931,0.19349663,0.12332838,0.672147586
Papilio multicaudata,GAM,NA,3,0.646479882,0.777,0.60748326,0.12874826,0.059347181,0.256770867
Papilio multicaudata,GAM,NA,4,0.627708593,0.869,0.684443305,0.27251891,0.442793462,0.182606751
Papilio multicaudata,LASSO,lambda.1se,1,0.690399272,0.88,0.521616003,0.61033617,0.31305638,0.306759288
Papilio multicaudata,LASSO,lambda.1se,2,0.822473262,0.845,0.659684455,0.44813995,0.14858841,0.586567104
Papilio multicaudata,LASSO,lambda.1se,3,0.607922739,0.889,0.471114802,0.56939673,0.148367953,0.248624102
Papilio multicaudata,LASSO,lambda.1se,4,0.45764966,-0.183,0.504921927,0.16340502,0.054977712,0.055659072
Papilio multicaudata,MAXENT,fc.LQ_rm.1,1,0.6704275,0.913,0.496818271,0.64482327,0.324925816,0.278182992
Papilio multicaudata,MAXENT,fc.LQ_rm.1,2,0.832322958,0.804,0.661757416,0.50075119,0.14115899,0.616572969
Papilio multicaudata,MAXENT,fc.LQ_rm.1,3,0.570447967,0.915,0.399601014,0.648476,0.117210682,0.220684054
Papilio multicaudata,MAXENT,fc.LQ_rm.1,4,0.502123188,-0.244,0.502978395,0.47223084,0.3551263,0.147212334
Papilio multicaudata,RF,mtry = 3,1,0.7257358,0.923,0.602354179,0.456,0.379821958,0.350208764
Papilio multicaudata,RF,mtry = 3,2,0.838546298,0.865,0.655474048,0.345,0.17384844,0.658385302
Papilio multicaudata,RF,mtry = 3,3,0.601805508,0.975,0.600960696,0.511,0.648367953,0.167182558
Papilio multicaudata,RF,mtry = 3,4,0.70273834,0.854,0.639224742,0.462,0.435364042,0.369331796
Papilio palamedes,BRT,tree.2225_node.5_lr.0.01,1,0.732307912,0.082,0.745276771,0.07519021,0.089171975,0.433866182
Papilio palamedes,BRT,tree.2225_node.5_lr.0.01,2,0.522535508,0.266,0.541697608,0.33396263,0.446808511,0.057149273
Papilio palamedes,BRT,tree.2225_node.5_lr.0.01,3,0.676024089,0.964,0.747808268,0.29685502,0.437367304,0.259631917
Papilio palamedes,BRT,tree.2225_node.5_lr.0.01,4,0.655803942,0.86,0.747763227,0.03559002,0.510638298,0.285908249
Papilio palamedes,GAM,NA,1,0.758685547,0.458,0.765205328,0.04749967,0.116772824,0.458101186
Papilio palamedes,GAM,NA,2,0.605963341,0.79,0.591869182,0.26892991,0.295744681,0.21612867
Papilio palamedes,GAM,NA,3,0.729525661,0.964,0.74436401,0.31503817,0.407643312,0.361842269
Papilio palamedes,GAM,NA,4,0.803872756,0.955,0.758183535,0.00304772,0.178723404,0.44590122
Papilio palamedes,LASSO,lambda.1se,1,0.717895689,0.077,0.639378676,0.18876667,0.042462845,0.488134707
Papilio palamedes,LASSO,lambda.1se,2,0.628171841,0.781,0.600657838,0.39523797,0.427659574,0.225374726
Papilio palamedes,LASSO,lambda.1se,3,0.711114476,0.914,0.570062713,0.43637754,0.146496815,0.316675437
Papilio palamedes,LASSO,lambda.1se,4,0.747743754,0.902,0.727106823,0.12606875,0.306382979,0.361034439
Papilio palamedes,MAXENT,fc.H_rm.3,1,0.706407869,0.735,0.609002653,0.20655154,0.061702128,0.409701685
Papilio palamedes,MAXENT,fc.H_rm.3,2,0.62847773,0.915,0.556361354,0.63578999,0.473347548,0.215233767
Papilio palamedes,MAXENT,fc.H_rm.3,3,0.738438987,0.883,0.567344505,0.56459518,0.286624204,0.332770776
Papilio palamedes,MAXENT,fc.H_rm.3,4,0.805061213,0.916,0.699989579,0.06953927,0.089361702,0.450081453
Papilio palamedes,RF,mtry = 3,1,0.745382662,0.95,0.606385657,0.33,0.10403397,0.427643496
Papilio palamedes,RF,mtry = 3,2,0.578897434,0.504,0.507704397,0.557,0.45106383,0.176904508
Papilio palamedes,RF,mtry = 3,3,0.703251568,0.893,0.590120114,0.514,0.439490446,0.331359125
Papilio palamedes,RF,mtry = 3,4,0.743553926,0.846,0.75236293,0.025,0.30212766,0.393067536
Papilio polyxenes,BRT,tree.8875_node.5_lr.0.01,1,0.63224328,0.878,0.569340483,0.18026041,0.315968016,0.206114737
Papilio polyxenes,BRT,tree.8875_node.5_lr.0.01,2,0.619167894,0.876,0.599817073,0.76105525,0.565059365,0.180024393
Papilio polyxenes,BRT,tree.8875_node.5_lr.0.01,3,0.844922396,0.777,0.729452142,0.67998648,0.09498425,0.599279316
Papilio polyxenes,BRT,tree.8875_node.5_lr.0.01,4,0.738616428,0.902,0.587011376,0.0957005,0.098134238,0.375502126
Papilio polyxenes,GAM,NA,1,0.637934616,0.559,0.58005178,0.18243205,0.297068088,0.301955622
Papilio polyxenes,GAM,NA,2,0.567754388,-0.17,0.602828513,0.76796028,0.45699055,0.116206828
Papilio polyxenes,GAM,NA,3,0.749930482,0.79,0.688247218,0.73305635,0.141264841,0.448812678
Papilio polyxenes,GAM,NA,4,0.75451814,0.969,0.603863352,0.22977986,0.110976496,0.402659867
Papilio polyxenes,LASSO,lambda.1se,1,0.588665575,-0.382,0.520176905,0.02067452,0.213956869,0.213053823
Papilio polyxenes,LASSO,lambda.1se,2,0.604155287,0.53,0.614862893,0.79008334,0.648897504,0.188684433
Papilio polyxenes,LASSO,lambda.1se,3,0.866241935,0.891,0.698296026,0.63487261,0.11969954,0.622315964
Papilio polyxenes,LASSO,lambda.1se,4,0.764376501,0.963,0.624988094,0.29110402,0.051126726,0.42523691
Papilio polyxenes,MAXENT,fc.LQ_rm.3,1,0.750226038,0.886,0.540190668,0.48723829,0.297795008,0.416490706
Papilio polyxenes,MAXENT,fc.LQ_rm.3,2,0.572350768,0.86,0.549879095,0.71188751,0.387933123,0.121137994
Papilio polyxenes,MAXENT,fc.LQ_rm.3,3,0.584189344,0.371,0.610109775,0.71730246,0.702060606,0.27354915
Papilio polyxenes,MAXENT,fc.LQ_rm.3,4,0.412184163,-0.91,0.505607975,0.28419297,0,0.000330469
Papilio polyxenes,RF,mtry = 3,1,0.645519094,0.923,0.54504532,0.251,0.168645505,0.198857982
Papilio polyxenes,RF,mtry = 3,2,0.624838631,0.926,0.558041091,0.59,0.497698086,0.19494576
Papilio polyxenes,RF,mtry = 3,3,0.871740345,0.945,0.680714363,0.403,0.101041919,0.633221647
Papilio polyxenes,RF,mtry = 3,4,0.753879882,0.863,0.60364339,0.309,0.040949843,0.46177743
Papilio rumiko,BRT,tree.4875_node.5_lr.0.01,1,0.662735136,0.393,0.721569028,0.12561891,0.212686567,0.283732166
Papilio rumiko,BRT,tree.4875_node.5_lr.0.01,2,0.688509337,0.944,0.701882356,0.26237523,0.440298507,0.291633835
Papilio rumiko,BRT,tree.4875_node.5_lr.0.01,3,0.847994739,0.872,0.622551772,0.19116082,0.106343284,0.573512832
Papilio rumiko,BRT,tree.4875_node.5_lr.0.01,4,0.689213616,0.728,0.780843862,0.01800014,0.173507463,0.305845351
Papilio rumiko,GAM,NA,1,0.653836962,0.053,0.726616881,0.07075251,0.164179104,0.263644587
Papilio rumiko,GAM,NA,2,0.67539991,0.772,0.695394041,0.1682558,0.292910448,0.300631326
Papilio rumiko,GAM,NA,3,0.877053581,0.927,0.597519723,0.24330057,0.115671642,0.657709653
Papilio rumiko,GAM,NA,4,0.770630967,0.852,0.822141527,0.0261069,0.125,0.405548177
Papilio rumiko,LASSO,lambda.1se,1,0.609350715,0.852,0.534684737,0.6402621,0.53358209,0.168346285
Papilio rumiko,LASSO,lambda.1se,2,0.712508702,0.716,0.673826929,0.56140313,0.378731343,0.334236366
Papilio rumiko,LASSO,lambda.1se,3,0.895388167,0.98,0.662270659,0.53272611,0.089552239,0.687426178
Papilio rumiko,LASSO,lambda.1se,4,0.766077395,0.903,0.750896102,0.1444308,0.108208955,0.381769311
Papilio rumiko,MAXENT,fc.L_rm.3,1,0.574232204,0.596,0.560251796,0.48019493,0.496268657,0.135599475
Papilio rumiko,MAXENT,fc.L_rm.3,2,0.546772322,0.883,0.458104542,0.53297902,0.253731343,0.079130848
Papilio rumiko,MAXENT,fc.L_rm.3,3,0.380277698,-0.557,0.570795712,0.51052978,0.042910448,0.030166475
Papilio rumiko,MAXENT,fc.L_rm.3,4,0.710548937,0.853,0.472276527,0.55203506,0.207089552,0.320788395
Papilio rumiko,RF,mtry = 3,1,0.638613492,0.865,0.624642823,0.334,0.242537313,0.224680317
Papilio rumiko,RF,mtry = 3,2,0.678012902,0.849,0.592728187,0.465,0.429104478,0.348445497
